Year,Manufacturer,Region,MilesDriven,FuelType,SellerType,TransmissionType,PrevOwnerCount,SeatCount,MPG,Power(bhp),EnginePower(CC),SellingPrice($)
2017,2,1,60894.358,1,1,1,1,7,32.18,147.51,2393,1750000
2016,2,1,55923.39,1,1,1,1,7,32.18,147.51,2393,1650000
2009,1,1,77671.375,0,0,1,2,5,31.75,130.0,1799,220000
2011,3,2,96312.505,1,0,1,2,5,41.87,68.0,1399,220000
2015,3,2,68350.81,1,0,1,2,5,53.56,98.59,1498,650000
2010,3,2,105633.07,1,0,1,2,5,41.87,68.0,1399,229999
2008,3,2,101283.473,1,0,1,1,5,41.87,68.0,1399,200000
2008,3,2,101283.473,1,0,1,1,5,41.87,68.0,1399,200000
2011,11,1,68350.81,1,0,1,3,5,54.29,63.1,1461,210000
2011,10,3,31068.55,1,0,0,1,5,40.1,184.0,1995,1000000
2013,14,3,51263.1075,1,0,1,1,5,47.75,75.0,1248,300000
2018,3,2,18641.13,1,0,1,2,5,54.1,98.96,1498,810000
2011,4,2,62137.1,1,0,1,3,5,43.04,147.9,1991,270000
2013,4,2,86370.569,1,0,1,1,5,59.84,57.6,936,125000
2008,1,1,62137.1,0,0,1,1,5,41.63,78.0,1497,250000
2011,9,3,55923.39,1,0,1,1,5,48.31,103.6,1598,225000
2016,3,2,18641.13,1,0,0,1,7,29.68,158.0,2198,2400000
2009,2,1,55923.39,0,0,0,1,5,34.18,138.1,1794,400000
2008,3,2,111846.78,1,0,1,2,5,41.87,67.0,1399,190000
2012,1,1,74564.52,0,0,1,1,5,39.52,116.3,1497,550000
2010,3,2,62137.1,1,0,1,2,5,41.87,68.0,1399,225000
2017,3,2,27388.169567,0,1,0,1,5,40.01,110.5,1499,570000
2017,3,2,37282.26,1,0,1,1,5,53.56,98.59,1498,800000
2016,3,2,43495.97,1,0,1,2,5,60.76,99.0,1498,350000
2016,4,2,49709.68,1,0,1,1,8,42.81,73.74,1248,490000
2012,9,3,45981.454,1,0,1,2,5,51.91,73.9,1199,350000
2019,1,1,44738.712,1,0,1,1,5,59.98,98.6,1498,1000000
2005,1,1,74564.52,0,0,1,1,5,30.58,100.0,1493,75000
2009,4,2,18641.13,0,0,1,1,5,38.81,63.0,995,200000
2014,9,3,52195.164,1,0,1,2,5,47.37,88.5,1498,300000
2014,3,2,37282.26,1,0,1,1,5,58.83,89.75,1498,425000
2014,4,2,74564.52,1,0,1,2,8,42.81,73.8,1248,350000
2015,1,1,49709.68,0,0,1,1,5,40.93,117.3,1497,650000
2014,1,1,62137.1,1,0,1,2,5,61.16,98.6,1498,560000
2012,3,2,68350.81,1,0,1,1,5,47.04,68.0,1399,220000
2013,3,2,68350.81,1,0,1,1,5,47.04,68.1,1399,250000
2015,13,3,43495.97,1,0,0,2,5,38.48,187.7,2179,3000000
2011,9,3,49709.68,1,0,1,2,5,48.31,103.6,1598,300000
2018,3,2,21747.985,1,0,0,1,7,25.66,197.0,3198,3200000
2016,9,3,31068.55,1,0,1,1,5,47.37,88.7,1498,560000
2015,1,1,43495.97,1,0,1,1,5,61.16,98.6,1498,600000
2012,2,1,55923.39,1,0,1,1,5,55.49,67.1,1364,300000
2013,4,2,49709.68,1,0,1,1,5,51.98,76.9,1248,200000
2018,3,2,55923.39,1,0,1,1,5,54.1,98.96,1498,850000
2011,3,2,49709.68,1,0,1,3,5,47.04,68.0,1399,155000
2018,1,1,26718.953,1,0,1,1,5,64.45,98.63,1498,700000
2011,11,1,59651.616,0,0,1,1,5,39.87,97.7,1498,280000
2013,9,3,74564.52,1,0,1,3,5,51.91,73.9,1199,250000
2019,3,2,6213.71,0,0,1,2,5,39.99,121.31,1497,885000
2015,4,2,74564.52,1,0,1,1,8,42.81,73.8,1248,370000
2009,1,1,74564.52,0,0,1,2,5,39.52,116.3,1497,290000
2012,2,1,55923.39,1,0,1,1,8,30.11,102.0,2494,610000
2010,3,2,116196.37700000001,1,1,1,2,5,41.87,68.0,1399,180000
2013,3,2,42874.599,1,1,1,1,5,43.75,67.0,1388,325000
2015,3,2,128002.426,1,1,1,1,5,53.56,98.59,1498,550000
2018,3,2,16777.017,1,1,1,1,5,53.56,98.59,1498,950000
2014,3,2,82020.972,1,1,1,2,5,53.39,89.84,1498,500000
2017,3,2,46602.825,1,1,1,1,5,61.39,99.23,1498,725000
2015,3,2,11184.678,0,1,1,2,5,43.51,94.93,1194,500000
2012,3,2,85127.827,1,0,1,1,5,41.87,67.0,1399,200000
2011,9,3,40389.115,1,0,1,2,5,48.31,103.6,1598,295000
2007,1,1,74564.52,0,0,1,3,5,41.63,78.0,1497,160000
2011,3,2,58098.188500000004,1,0,1,2,5,43.75,67.0,1388,350000
2017,13,3,5592.339,1,1,0,1,5,31.99,177.0,1999,2711000
2019,12,3,12427.42,0,1,0,1,5,52.62,214.56,2487,5150000
2017,13,3,27961.695,1,1,0,1,5,45.47,177.0,1999,3200000
2019,10,3,4660.2825,1,1,0,1,5,39.47,190.0,1995,5400000
2019,10,3,5281.6535,1,1,0,1,5,39.47,190.0,1995,5500000
2017,13,3,5592.339,1,1,0,1,5,31.99,177.0,1999,2711000
2019,12,3,12427.42,0,1,0,1,5,52.62,214.56,2487,5150000
2017,13,3,27961.695,1,1,0,1,5,45.47,177.0,1999,3200000
2019,10,3,4660.2825,1,1,0,1,5,39.47,190.0,1995,5400000
2019,10,3,5281.6535,1,1,0,1,5,39.47,190.0,1995,5500000
2008,10,3,37282.26,1,0,0,3,5,25.87,235.0,2993,830000
2013,4,2,37282.26,1,0,1,1,7,42.81,73.8,1248,450000
2017,1,1,15534.275,0,0,1,2,5,41.16,88.7,1199,675000
2016,9,3,21747.985,0,0,1,1,5,39.99,73.75,1198,500000
2015,1,1,37282.26,1,0,1,1,5,64.21,98.6,1498,525000
2013,11,1,131730.652,1,0,1,1,5,50.9,84.8,1461,375000
2020,2,1,621.371,1,0,0,1,7,32.18,147.51,2393,2300000
2008,1,1,62137.1,0,0,1,3,5,31.75,130.0,1799,375000
2012,10,3,49709.68,1,0,0,2,5,37.8,181.0,1995,1100000
2013,2,1,134837.507,1,0,1,2,8,30.55,100.6,2494,1050000
2015,2,1,55923.39,1,0,1,1,8,30.55,100.6,2494,1250000
2012,4,2,74564.52,1,0,1,1,5,59.84,57.6,936,180000
2011,3,2,69593.552,1,0,1,2,5,47.04,68.0,1399,160000
2011,2,1,310685.5,1,0,1,2,7,30.55,100.57,2494,350000
2020,9,3,31068.55,1,0,1,1,5,47.37,88.5,1498,260000
2006,1,1,43495.97,0,0,1,2,5,31.75,130.0,1799,121000
2018,8,3,15534.275,1,0,0,2,5,35.68,181.0,1968,2200000
2012,3,2,43495.97,1,0,1,4,5,47.04,68.0,1399,140000
2013,4,2,55923.39,1,0,1,1,7,42.81,73.8,1248,300000
2017,13,3,5592.339,1,1,0,1,5,31.99,177.0,1999,2711000
2019,12,3,12427.42,0,1,0,1,5,52.62,214.56,2487,5150000
2017,13,3,27961.695,1,1,0,1,5,45.47,177.0,1999,3200000
2019,10,3,4660.2825,1,1,0,1,5,39.47,190.0,1995,5400000
2019,10,3,5281.6535,1,1,0,1,5,39.47,190.0,1995,5500000
2008,2,1,155342.75,1,0,1,3,8,30.11,102.0,2494,425000
2015,1,1,50952.422,1,0,1,1,5,60.69,98.6,1498,509999
2017,4,2,24854.84,1,0,1,2,7,42.81,73.74,1248,650000
2019,5,2,8699.194,1,0,1,1,5,40.22,170.0,1956,1850000
2016,14,3,37282.26,1,0,1,2,5,48.22,91.7,1248,360000
2018,9,3,50952.422,1,0,0,1,5,51.11,108.62,1498,650000
2017,4,2,31068.55,1,0,1,2,7,42.81,73.74,1248,675000
2016,1,1,21747.985,1,0,1,1,5,60.69,98.6,1498,550000
2012,1,1,60272.987,0,0,1,2,5,45.63,86.8,1198,250000
2012,11,1,68350.81,1,0,1,3,5,50.9,84.8,1461,220000
2008,6,3,74564.52,1,0,0,2,5,34.91,170.0,2143,515000
2012,9,3,80778.23,1,0,1,2,5,48.31,103.6,1598,315000
2012,9,3,68350.81,1,0,1,3,5,45.47,138.1,1968,420000
2012,11,1,68350.81,1,0,1,3,5,50.9,84.8,1461,220000
2013,3,2,15534.275,1,0,1,1,5,47.04,68.1,1399,250000
2013,1,1,74564.52,0,0,1,2,5,42.34,86.7,1198,300000
2007,4,2,37282.26,0,0,1,2,5,42.34,62.0,995,90000
2012,1,1,49709.68,0,0,1,2,5,39.52,116.3,1497,330000
2004,3,2,15534.275,0,0,1,3,5,33.4,92.0,1597,100000
2012,9,3,124274.2,1,0,1,1,5,51.91,73.9,1199,240000
2016,4,2,68350.81,1,0,1,2,7,42.81,73.74,1248,280000
2013,3,2,74564.52,1,0,1,2,5,47.04,68.1,1399,325000
2010,9,3,74564.52,1,0,1,3,5,48.31,103.6,1598,320000
2019,9,3,12427.42,0,0,1,1,5,45.73,75.0,999,500000
2012,3,2,15534.275,0,0,1,1,5,36.69,70.0,1196,290000
2017,1,1,64001.213,1,1,1,1,5,60.21,97.9,1498,850000
2017,2,1,14291.533,1,1,1,1,7,32.18,147.8,2393,1750000
2015,1,1,79535.488,1,1,1,1,5,61.16,98.6,1498,600000
2015,9,3,20505.243,1,0,1,1,5,47.37,88.8,1498,620000
2013,2,1,62137.1,1,0,1,1,8,30.55,100.6,2494,800000
2012,3,2,69593.552,1,0,1,2,5,47.04,68.0,1399,190000
2011,1,1,31068.55,0,0,1,1,5,36.46,132.0,1799,350000
2013,2,1,49709.68,1,0,1,1,7,30.55,100.0,2494,800000
2011,3,2,9320.565,0,0,1,1,5,36.69,70.0,1196,225000
2019,3,2,12427.42,1,0,1,1,5,54.1,98.96,1498,950000
2014,2,1,49709.68,1,0,1,2,8,30.55,100.6,2494,910000
2015,4,2,74564.52,1,0,1,1,10,31.94,72.4,2499,434000
2018,3,2,31068.55,1,0,1,4,5,60.76,99.0,1498,372000
2015,3,2,86991.94,1,0,1,1,5,47.04,68.05,1399,300000
2012,2,1,55923.39,1,0,1,1,8,30.11,102.0,2494,750000
2015,2,1,49709.68,1,0,1,1,5,55.49,67.04,1364,450000
2016,2,1,24854.84,1,0,0,2,7,26.72,171.5,2755,1630000
2017,3,2,24854.84,0,0,1,2,5,42.71,86.8,1196,370000
2011,2,1,43495.97,0,0,1,1,5,41.4,88.7,1496,345000
2019,5,2,6213.71,0,0,1,1,5,37.63,160.0,1368,1520000
2013,4,2,55923.39,1,0,1,3,5,59.84,57.6,936,145000
2014,4,2,31689.921000000002,0,0,1,1,5,42.81,82.5,1199,300000
2015,2,1,68350.81,0,0,1,3,5,39.47,88.73,1496,360000
2003,3,2,49709.68,0,0,1,3,5,33.4,92.0,1597,130000
2014,3,2,86991.94,1,0,1,2,5,58.83,89.75,1498,650000
2012,4,2,62137.1,1,0,1,3,5,59.84,57.6,936,225000
2016,3,2,43495.97,1,0,1,1,5,60.76,99.0,1498,500000
2017,13,3,5592.339,1,1,0,1,5,31.99,177.0,1999,2711000
2019,12,3,12427.42,0,1,0,1,5,52.62,214.56,2487,5150000
2017,13,3,27961.695,1,1,0,1,5,45.47,177.0,1999,3200000
2019,10,3,4660.2825,1,1,0,1,5,39.47,190.0,1995,5400000
2019,10,3,5281.6535,1,1,0,1,5,39.47,190.0,1995,5500000
2015,2,1,62137.1,1,0,1,2,5,55.49,67.05,1364,509999
2018,2,1,21747.985,1,0,1,2,7,32.18,147.8,2393,1600000
2013,4,2,49709.68,1,0,1,1,5,51.98,76.9,1248,200000
2009,14,3,34175.405,0,0,1,1,5,34.34,88.7,1368,150000
2020,2,1,24854.84,0,0,0,1,8,25.29,163.7,2694,1500000
2017,3,2,19632.838116,0,1,1,1,5,39.99,121.36,1497,570000
2012,2,1,80546.458617,1,1,1,1,7,27.05,171.0,2982,1680000
2011,3,2,34256.18323,1,1,1,2,5,47.04,68.0,1399,250000
2010,3,2,29825.808,0,0,1,1,5,36.69,70.0,1196,250000
2018,1,1,15534.275,1,0,1,1,5,59.98,98.6,1498,800000
2017,1,1,12427.42,0,0,0,1,5,42.34,117.6,1497,1100000
2014,11,1,16155.646,0,0,0,1,5,45.49,76.0,1198,361000
2019,1,1,12427.42,0,0,1,1,5,45.87,88.76,1199,670000
2018,3,2,21747.985,1,0,1,1,5,54.1,98.96,1498,950000
2010,4,2,37282.26,1,0,1,1,5,43.04,147.9,1991,300000
2017,1,1,4240.857075,0,0,0,1,5,42.34,117.6,1497,1150000
2015,4,2,96312.505,1,0,0,1,5,34.84,163.7,1998,450000
2008,2,1,161556.46,1,0,1,1,8,30.11,102.0,2494,700000
2016,7,1,74564.52,1,0,1,1,7,31.75,175.56,2477,1950000
2015,2,1,77671.375,1,0,1,1,7,30.55,100.6,2494,900000
2015,2,1,77671.375,1,0,1,1,7,30.55,100.6,2494,900000
2012,4,2,43495.97,1,0,1,2,5,59.84,57.6,936,150000
2016,1,1,86991.94,0,0,1,1,7,36.22,117.3,1497,725000
2007,2,1,154173.951149,1,0,1,4,8,30.11,102.0,2494,409999
2010,14,3,62137.1,0,0,1,2,5,37.63,90.0,1368,150000
2018,9,3,46602.825,1,0,0,1,5,50.57,108.5,1498,885000
2018,9,3,46602.825,1,0,0,1,5,50.57,108.5,1498,950000
2018,8,3,12427.42,1,0,0,1,5,47.94,143.0,1968,3000000
2015,2,1,37903.631,1,0,1,1,7,30.55,100.6,2494,1200000
2013,2,1,62137.1,0,0,1,2,5,39.47,88.73,1496,350000
2015,9,3,31068.55,1,0,1,1,5,47.37,88.8,1498,434999
2017,3,2,20505.243,1,0,1,1,5,54.1,98.96,1498,880000
2015,11,1,24854.84,0,0,1,1,5,31.14,102.5,1598,700000
2007,2,1,233891.500852,1,0,1,2,8,30.11,102.0,2494,350000
2017,3,2,21747.985,1,0,1,1,5,54.1,98.96,1498,900000
2014,2,1,155342.75,1,0,1,1,5,55.49,67.04,1364,550000
2016,4,2,62137.1,1,0,1,1,9,31.94,72.4,2499,900000
2015,11,1,31068.55,0,0,0,1,5,45.49,76.0,1198,325000
2014,3,2,29825.808,1,0,1,1,5,51.04,98.96,1498,570000
2018,11,1,18641.13,1,0,1,1,5,46.74,83.14,1461,840000
2017,5,2,7456.452,1,0,1,1,5,40.22,170.0,1956,1500000
2007,4,2,31068.55,0,0,1,2,5,35.89,74.9,1150,102000
2010,4,2,43495.97,0,0,1,3,5,34.58,76.0,1150,148000
2012,9,3,24854.84,0,0,1,1,5,38.74,73.9,1198,310000
2015,1,1,24854.84,0,0,1,1,5,40.93,117.3,1497,750000
2017,11,1,24854.84,0,0,1,1,5,45.84,67.04,1198,370000
2018,1,1,24854.84,1,0,1,1,5,60.69,98.6,1498,675000
2016,2,1,31068.55,0,0,1,2,5,42.71,78.8,1197,434999
2006,1,1,124274.2,0,0,0,3,5,30.81,141.1,1997,125000
2015,4,2,43495.97,1,0,1,1,9,31.94,72.4,2499,425000
2015,4,2,122410.087,1,0,1,1,10,31.94,72.4,2499,509999
2015,3,2,49088.309,1,0,1,2,5,60.76,99.0,1498,530000
2017,1,1,35418.147,0,0,1,1,5,41.87,86.7,1198,475000
2017,2,1,50331.051,1,0,1,1,7,32.18,147.8,2393,1450000
2011,4,2,62137.1,1,0,1,1,5,43.04,147.9,1991,360000
2016,1,1,37282.26,1,0,1,1,5,61.16,98.6,1498,670000
2016,6,3,43495.97,0,0,0,1,5,32.22,183.0,1991,2000000
2015,1,1,31068.55,1,0,1,1,5,60.69,98.6,1498,440000
2013,9,3,49709.68,1,0,1,2,5,51.91,73.9,1199,280000
2013,2,1,49709.68,1,0,1,2,7,30.55,100.6,2494,750000
2016,1,1,31068.55,1,0,1,2,5,61.16,98.6,1498,1000000
2008,1,1,68350.81,0,0,1,2,5,41.63,78.0,1497,185000
2010,2,1,93205.65,1,0,1,2,7,27.05,171.0,2982,750000
2007,4,2,80778.23,1,0,1,2,5,38.86,123.7,1991,160000
2011,9,3,74564.52,1,0,1,3,5,51.91,73.9,1199,254999
2007,1,1,37282.26,0,0,1,3,5,41.63,78.0,1497,229999
2009,2,1,136701.62,1,0,1,1,8,30.11,102.0,2494,600000
2016,9,3,21747.985,0,0,1,1,5,38.1,74.0,1199,560000
2011,9,3,47845.567,1,0,1,2,5,51.91,73.9,1199,320000
2017,3,2,31068.55,0,0,1,1,5,42.62,86.8,1196,620000
2011,4,2,43495.97,1,0,1,2,5,59.84,57.6,936,165000
2014,3,2,55923.39,1,0,1,2,5,46.29,67.0,1399,310000
2014,3,2,62137.1,1,0,1,2,5,46.29,67.0,1399,330000
2012,3,2,49709.68,1,0,1,2,5,47.04,68.0,1399,250000
2014,2,1,49709.68,1,1,1,1,7,30.55,100.6,2494,950000
2016,9,3,37282.26,1,1,1,1,5,50.55,108.5,1498,591000
2017,1,1,42340.21994,0,1,0,1,5,42.34,117.6,1497,1025000
2018,1,1,29654.930975,1,1,1,1,5,64.21,98.6,1498,650000
2011,3,2,48091.008545,1,1,1,2,5,47.04,68.0,1399,195000
2014,4,2,46180.914091,1,1,1,1,5,59.84,56.3,936,190000
2015,9,3,42874.599,1,1,0,1,5,52.1,108.6,1498,651000
2012,9,3,37965.7681,1,1,0,1,5,33.64,140.0,1968,799000
2019,1,1,3728.226,0,0,1,1,5,45.87,88.76,1199,640000
2013,3,2,37282.26,0,0,1,2,5,33.14,99.6,1596,250000
2013,4,2,74564.52,1,0,1,2,10,31.94,72.4,2499,454000
2011,9,3,62137.1,1,0,1,2,5,48.31,103.6,1598,400000
2017,8,3,13670.162,1,1,0,1,5,37.0,174.33,1968,2825000
2020,1,1,3417.5405,1,1,1,1,5,63.04,118.0,1597,2125000
2018,10,3,11184.678,1,1,0,1,5,46.15,190.0,1998,3350000
2019,1,1,932.0565,0,0,0,1,5,42.81,88.7,1199,840000
2015,1,1,28583.066,1,0,1,1,7,57.63,98.6,1498,1000000
2018,9,3,18578.371529,1,1,0,1,5,52.1,108.6,1498,1290000
2018,2,1,12427.42,1,1,0,1,8,26.72,171.5,2755,1800000
2016,4,2,28583.066,1,1,0,2,7,26.93,197.2,2776,1295000
2018,6,3,3728.226,1,1,0,1,5,42.1,170.0,2143,4600000
2019,10,3,13048.791,1,1,0,1,5,39.47,190.0,1995,5800000
2014,1,1,29825.808,1,0,1,1,5,60.69,98.6,1498,520000
2015,2,1,118060.49,1,0,1,2,7,30.55,100.6,2494,950000
2006,3,2,124895.571,1,0,1,1,5,41.87,68.0,1399,55000
2011,9,3,68350.81,1,0,1,1,5,48.31,103.6,1598,240000
2015,1,1,29967.480588,0,1,1,1,5,43.99,88.7,1199,671000
2016,1,1,31600.443576,1,1,1,1,5,61.16,98.6,1498,802999
2017,1,1,11371.0893,0,0,1,1,5,41.87,117.3,1497,890000
2017,1,1,42874.599,1,1,1,1,5,60.21,97.9,1498,925000
2017,2,1,22369.356,1,1,1,1,8,32.18,147.8,2393,1789999
2016,8,3,18641.13,1,1,0,1,5,42.93,187.74,1968,2450000
2013,8,3,21747.985,1,0,0,2,5,41.59,174.33,1968,2000000
2011,3,2,111846.78,1,0,1,2,5,47.04,68.0,1399,130000
2018,2,1,43495.97,1,0,1,1,5,55.49,67.04,1364,665000
2018,3,2,9320.565,0,0,1,1,5,47.98,94.93,1194,620000
2016,4,2,42004.6796,1,0,0,1,5,34.84,163.7,1998,750000
2015,7,1,99419.36,1,0,1,2,7,31.75,178.0,2477,1250000
2013,1,1,62137.1,1,0,1,1,5,60.69,98.6,1498,445000
2010,9,3,62137.1,1,0,1,1,5,35.28,105.0,1896,400000
2018,2,1,12427.42,1,0,1,1,8,32.18,147.8,2393,1650000
2018,3,2,8077.823,0,0,1,1,5,47.98,94.93,1194,690000
2010,1,1,60894.358,0,0,1,3,5,39.99,118.0,1497,360000
2016,4,2,74564.52,1,0,1,1,10,31.94,72.4,2499,620000
2018,2,1,72079.03600000001,1,0,1,1,5,55.49,67.05,1364,780000
2017,3,2,34796.776,1,0,1,1,5,60.76,99.0,1498,495000
2013,2,1,133594.765,1,0,1,1,7,30.55,100.0,2494,830000
2017,1,1,18889.6784,0,1,1,1,5,43.51,86.8,1198,480000
2017,1,1,14912.904,1,1,1,1,7,51.51,98.6,1498,950000
2017,1,1,19042.535666,0,1,1,1,7,36.22,117.3,1497,840000
2017,9,3,31068.55,1,0,1,1,5,52.38,108.6,1498,750000
2016,6,3,24854.84,1,0,0,2,5,46.34,134.1,2143,1859000
2012,4,2,74564.52,0,0,1,1,5,43.75,79.4,1199,145000
2017,9,3,31068.55,1,0,0,1,5,51.75,108.495,1498,655000
2011,3,2,52195.164,1,0,1,2,5,47.04,68.0,1399,210000
2011,1,1,31068.55,0,0,1,1,5,39.99,118.0,1497,450000
2015,3,2,32311.292,1,0,1,1,5,60.76,99.0,1498,580000
2016,2,1,9631.2505,0,0,1,1,5,39.47,88.73,1496,540000
2014,3,2,26725.788081,0,1,1,1,5,44.41,123.37,999,550000
2017,3,2,9320.565,1,0,1,1,5,60.76,99.0,1498,550000
2017,1,1,79529.895661,1,1,1,1,5,59.98,98.6,1498,675000
1999,7,1,123031.458,1,0,1,2,5,34.81,68.0,1998,150000
2016,9,3,37282.26,0,0,1,1,5,39.99,73.75,1198,400000
2017,5,2,54369.9625,1,0,1,1,5,40.22,170.0,1956,1550000
2011,1,1,68350.81,0,0,1,3,5,39.52,116.4,1497,450000
2018,3,2,15534.275,0,0,1,1,5,42.71,86.8,1196,700000
2015,1,1,28583.066,1,0,1,1,7,57.63,98.6,1498,1000000
2017,5,2,74564.52,1,0,1,1,5,40.22,170.0,1956,1550000
2010,14,3,68350.81,1,0,1,3,5,47.98,91.7,1248,275000
2007,2,1,124274.2,1,0,1,3,8,30.11,102.0,2494,500000
2013,9,3,49709.68,1,0,1,2,5,45.47,138.1,1968,950000
2013,3,2,64808.9953,1,0,1,1,5,47.04,68.1,1399,275000
2020,9,3,15534.275,1,0,1,1,5,50.95,108.62,1498,800000
2014,8,3,37282.26,1,0,0,1,5,41.59,174.33,1968,2200000
2011,9,3,68350.81,0,0,1,1,5,38.74,73.9,1198,450000
2013,9,3,52195.164,1,0,0,2,5,39.89,138.03,1968,850000
2004,1,1,74564.52,0,0,0,3,5,23.76,152.0,2354,325000
2019,11,1,14291.533,1,0,1,1,5,48.1,108.5,1461,1200000
2008,3,2,101283.473,1,0,1,3,5,41.87,68.0,1399,175000
2011,4,2,73943.149,1,0,1,2,5,38.86,123.7,1991,300000
2017,2,1,31068.55,1,0,0,1,7,26.72,171.5,2755,2175000
2019,1,1,6524.3955,1,0,1,1,5,60.21,97.9,1498,1110000
2000,7,1,173983.88,1,0,1,2,5,34.81,68.0,1998,150000
2013,9,3,96312.505,1,0,1,2,5,48.31,103.6,1598,325000
2010,3,2,101283.473,1,0,1,1,5,41.87,68.0,1399,325000
2008,1,1,46602.825,0,0,1,1,5,41.63,78.0,1497,280000
2016,1,1,49709.68,1,0,1,1,5,61.16,98.6,1498,765000
2014,1,1,74564.52,1,0,1,2,5,61.16,98.6,1498,640000
2010,3,2,31068.55,0,0,1,2,5,36.69,70.0,1196,180000
2018,3,2,9320.565,0,0,1,1,5,47.98,94.93,1194,620000
2016,4,2,42004.6796,1,0,0,1,5,34.84,163.7,1998,750000
2015,7,1,99419.36,1,0,1,2,7,31.75,178.0,2477,1250000
2013,1,1,62137.1,1,0,1,1,5,60.69,98.6,1498,445000
2010,9,3,62137.1,1,0,1,1,5,35.28,105.0,1896,400000
2018,2,1,12427.42,1,0,1,1,8,32.18,147.8,2393,1650000
2018,3,2,8077.823,0,0,1,1,5,47.98,94.93,1194,690000
2011,14,3,62137.1,1,0,1,3,5,47.75,75.0,1248,254999
2016,1,1,18641.13,1,0,1,2,5,64.21,98.6,1498,650000
2016,4,2,74564.52,1,0,1,1,10,31.94,72.4,2499,620000
2018,2,1,72079.03600000001,1,0,1,1,5,55.49,67.05,1364,780000
2015,3,2,49709.68,1,0,1,1,5,60.76,99.0,1498,480000
2013,9,3,74564.52,1,0,1,1,5,51.91,73.9,1199,325000
2013,9,3,49709.68,1,0,1,1,5,51.91,73.9,1199,360000
2014,2,1,74564.52,1,0,1,1,5,55.49,67.04,1364,430999
2010,3,2,43495.97,1,0,1,1,5,47.04,68.0,1399,260000
2012,9,3,49709.68,0,0,1,1,5,38.74,73.9,1198,415000
2015,2,1,18641.13,0,0,1,1,5,41.66,78.9,1197,515000
2017,3,2,62758.471,1,0,1,1,5,53.56,98.59,1498,934000
2007,3,2,68350.81,1,0,1,1,5,41.87,68.0,1399,210000
2014,2,1,84506.456,1,0,1,3,8,30.55,100.6,2494,1050000
2011,4,2,155342.75,1,0,1,2,7,34.81,80.0,2499,650000
2012,4,2,45981.454,1,0,1,4,5,40.69,163.7,1998,550000
2010,4,2,164663.315,1,0,1,4,9,34.81,80.0,2499,285000
2015,1,1,14105.1217,0,0,1,1,5,43.99,88.7,1199,700000
2012,9,3,124274.2,1,0,1,1,5,48.31,103.6,1598,380000
2011,3,2,49709.68,0,0,1,2,5,36.69,70.0,1196,240000
2016,4,2,49709.68,1,0,1,1,8,42.81,73.74,1248,525000
2020,2,1,1864.113,1,0,0,1,7,35.38,174.5,2755,3200000
2014,9,3,62137.1,0,0,1,1,5,35.38,103.2,1598,430000
2014,1,1,20525.748243000002,0,1,1,1,5,45.63,86.8,1198,335000
2014,1,1,103768.957,1,0,1,1,5,59.04,98.6,1498,650000
2008,4,2,49709.68,0,0,1,1,5,37.63,63.0,995,75527
2012,2,1,55923.39,1,0,1,4,5,50.41,87.2,1364,476999
2011,4,2,24854.84,0,0,1,2,5,42.34,62.0,995,150000
2018,8,3,19759.5978,1,1,0,1,5,40.01,188.0,1968,3975000
2016,1,1,45981.454,0,1,0,1,5,32.22,153.86,1997,1350000
2019,12,3,12427.42,0,1,0,1,5,52.62,214.56,2487,5150000
2017,13,3,27961.695,1,1,0,1,5,45.47,177.0,1999,3200000
2018,10,3,6213.71,1,1,0,1,5,52.88,187.74,1995,4000000
2019,6,3,10563.307,0,1,0,1,5,35.28,194.4,1991,5200000
2017,1,1,32311.292,0,1,0,1,5,28.23,187.4,2354,1650000
2012,4,2,43495.97,0,0,1,2,5,38.1,62.1,995,80000
2010,4,2,37282.26,0,0,1,2,5,43.75,79.4,1199,110000
2019,5,2,3106.855,0,0,0,1,5,37.63,160.77,1368,2100000
2014,8,3,37282.26,1,0,0,1,5,38.93,147.51,1968,1500000
2011,2,1,37282.26,1,0,1,1,7,30.11,102.0,2494,800000
2014,2,1,93205.65,1,0,1,1,7,30.58,168.5,2982,1380000
2017,10,3,24233.469,1,1,0,1,5,46.08,187.74,1995,2950000
2019,10,3,6213.71,1,1,0,1,5,42.62,190.0,1995,5200000
2018,1,1,17957.621900000002,0,1,1,1,5,41.87,117.3,1497,925000
2017,1,1,30772.156033,0,1,1,1,5,39.99,118.0,1497,675000
2019,9,3,22866.4528,1,1,1,1,5,47.37,88.0,1498,695000
2014,11,1,44117.341,1,1,1,1,5,50.9,84.8,1461,335000
2014,8,3,47305.595601,1,0,0,1,5,31.1,241.4,2967,1850000
2012,2,1,55923.39,1,0,1,1,8,30.11,102.0,2494,610000
2013,4,2,34796.776,1,1,1,1,5,51.98,74.0,1248,246000
2013,3,2,38525.002,1,1,1,1,7,30.81,141.0,2499,700000
2016,2,1,32311.292,1,1,0,1,7,29.52,168.5,2982,1750000
2015,6,3,21747.985,1,1,0,2,5,46.34,134.1,2143,2051000
2011,4,2,34796.776,1,1,1,2,5,59.84,57.6,936,221000
2010,14,3,37903.631,1,1,1,2,5,47.98,91.7,1248,265000
2011,9,3,40389.115,1,1,1,2,5,48.31,103.6,1598,365000
2009,10,3,49709.68,1,1,0,2,5,52.88,187.74,1995,975000
2015,11,1,37903.631,1,1,1,2,5,53.42,84.8,1461,499000
